id,sample,sample_type,patient,platform,lane,forward_file_name,reverse_file_name
FD_BY_091_C_2,FD_BY_091_C,T,FD_BY_091,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_BY_091_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_091_C_2.R2.fastq.gz
FD_BY_091_C_4,FD_BY_091_C,T,FD_BY_091,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_BY_091_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_091_C_4.R2.fastq.gz
FD_BY_093_B_1,FD_BY_093_B,N,FD_BY_093,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_1.R2.fastq.gz
FD_BY_093_B_2,FD_BY_093_B,N,FD_BY_093,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_2.R2.fastq.gz
FD_BY_093_B_3,FD_BY_093_B,N,FD_BY_093,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_3.R2.fastq.gz
FD_BY_093_B_4,FD_BY_093_B,N,FD_BY_093,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_B_4.R2.fastq.gz
FD_BY_093_C_1,FD_BY_093_C,T,FD_BY_093,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_1.R2.fastq.gz
FD_BY_093_C_2,FD_BY_093_C,T,FD_BY_093,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_2.R2.fastq.gz
FD_BY_093_C_3,FD_BY_093_C,T,FD_BY_093,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_3.R2.fastq.gz
FD_BY_093_C_4,FD_BY_093_C,T,FD_BY_093,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_093_C_4.R2.fastq.gz
FD_BY_094_B_1,FD_BY_094_B,N,FD_BY_094,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_1.R2.fastq.gz
FD_BY_094_B_2,FD_BY_094_B,N,FD_BY_094,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_2.R2.fastq.gz
FD_BY_094_B_3,FD_BY_094_B,N,FD_BY_094,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_3.R2.fastq.gz
FD_BY_094_B_4,FD_BY_094_B,N,FD_BY_094,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_094_B_4.R2.fastq.gz
FD_BY_094_C_1,FD_BY_094_C,T,FD_BY_094,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_094_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_094_C_1.R2.fastq.gz
FD_BY_095_B_1,FD_BY_095_B,N,FD_BY_095,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_1.R2.fastq.gz
FD_BY_095_B_2,FD_BY_095_B,N,FD_BY_095,DNBSEQ,E100030427,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_2.R2.fastq.gz
FD_BY_095_B_3,FD_BY_095_B,N,FD_BY_095,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_3.R2.fastq.gz
FD_BY_095_B_4,FD_BY_095_B,N,FD_BY_095,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_095_B_4.R2.fastq.gz
FD_BY_095_C_1,FD_BY_095_C,T,FD_BY_095,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_095_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_095_C_1.R2.fastq.gz
FD_BY_095_C_2,FD_BY_095_C,T,FD_BY_095,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_095_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_095_C_2.R2.fastq.gz
FD_BY_096_B_1,FD_BY_096_B,N,FD_BY_096,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_1.R2.fastq.gz
FD_BY_096_B_2,FD_BY_096_B,N,FD_BY_096,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_2.R2.fastq.gz
FD_BY_096_B_3,FD_BY_096_B,N,FD_BY_096,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_3.R2.fastq.gz
FD_BY_096_B_4,FD_BY_096_B,N,FD_BY_096,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_096_B_4.R2.fastq.gz
FD_BY_096_C_1,FD_BY_096_C,T,FD_BY_096,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_096_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_096_C_1.R2.fastq.gz
FD_BY_096_C_2,FD_BY_096_C,T,FD_BY_096,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_096_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_096_C_2.R2.fastq.gz
FD_BY_097_B_1,FD_BY_097_B,N,FD_BY_097,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_1.R2.fastq.gz
FD_BY_097_B_2,FD_BY_097_B,N,FD_BY_097,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_2.R2.fastq.gz
FD_BY_097_B_3,FD_BY_097_B,N,FD_BY_097,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_3.R2.fastq.gz
FD_BY_097_B_4,FD_BY_097_B,N,FD_BY_097,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_097_B_4.R2.fastq.gz
FD_BY_097_C_1,FD_BY_097_C,T,FD_BY_097,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_097_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_097_C_1.R2.fastq.gz
FD_BY_097_C_2,FD_BY_097_C,T,FD_BY_097,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_097_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_097_C_2.R2.fastq.gz
FD_BY_098_B_1,FD_BY_098_B,N,FD_BY_098,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_1.R2.fastq.gz
FD_BY_098_B_2,FD_BY_098_B,N,FD_BY_098,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_2.R2.fastq.gz
FD_BY_098_B_3,FD_BY_098_B,N,FD_BY_098,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_3.R2.fastq.gz
FD_BY_098_B_4,FD_BY_098_B,N,FD_BY_098,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_098_B_4.R2.fastq.gz
FD_BY_098_C_1,FD_BY_098_C,T,FD_BY_098,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_098_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_098_C_1.R2.fastq.gz
FD_BY_099_B_1,FD_BY_099_B,N,FD_BY_099,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_1.R2.fastq.gz
FD_BY_099_B_2,FD_BY_099_B,N,FD_BY_099,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_2.R2.fastq.gz
FD_BY_099_B_3,FD_BY_099_B,N,FD_BY_099,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_3.R2.fastq.gz
FD_BY_099_B_4,FD_BY_099_B,N,FD_BY_099,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_099_B_4.R2.fastq.gz
FD_BY_099_C_1,FD_BY_099_C,T,FD_BY_099,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_099_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_099_C_1.R2.fastq.gz
FD_BY_100_B_1,FD_BY_100_B,N,FD_BY_100,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_1.R2.fastq.gz
FD_BY_100_B_2,FD_BY_100_B,N,FD_BY_100,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_2.R2.fastq.gz
FD_BY_100_B_3,FD_BY_100_B,N,FD_BY_100,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_3.R2.fastq.gz
FD_BY_100_B_4,FD_BY_100_B,N,FD_BY_100,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_100_B_4.R2.fastq.gz
FD_BY_100_C_1,FD_BY_100_C,T,FD_BY_100,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_100_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_100_C_1.R2.fastq.gz
FD_BY_100_C_2,FD_BY_100_C,T,FD_BY_100,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_100_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_100_C_2.R2.fastq.gz
FD_BY_102_B_1,FD_BY_102_B,N,FD_BY_102,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_1.R2.fastq.gz
FD_BY_102_B_2,FD_BY_102_B,N,FD_BY_102,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_2.R2.fastq.gz
FD_BY_102_B_3,FD_BY_102_B,N,FD_BY_102,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_3.R2.fastq.gz
FD_BY_102_B_4,FD_BY_102_B,N,FD_BY_102,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_102_B_4.R2.fastq.gz
FD_BY_102_C_1,FD_BY_102_C,T,FD_BY_102,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_102_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_102_C_1.R2.fastq.gz
FD_BY_102_C_2,FD_BY_102_C,T,FD_BY_102,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_102_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_102_C_2.R2.fastq.gz
FD_BY_103_B_1,FD_BY_103_B,N,FD_BY_103,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_1.R2.fastq.gz
FD_BY_103_B_2,FD_BY_103_B,N,FD_BY_103,DNBSEQ,E100031689,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_2.R2.fastq.gz
FD_BY_103_B_3,FD_BY_103_B,N,FD_BY_103,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_3.R2.fastq.gz
FD_BY_103_B_4,FD_BY_103_B,N,FD_BY_103,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_B_4.R2.fastq.gz
FD_BY_103_C_1,FD_BY_103_C,T,FD_BY_103,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_1.R2.fastq.gz
FD_BY_103_C_2,FD_BY_103_C,T,FD_BY_103,DNBSEQ,V350038319,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_2.R2.fastq.gz
FD_BY_103_C_3,FD_BY_103_C,T,FD_BY_103,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_3.R2.fastq.gz
FD_BY_103_C_4,FD_BY_103_C,T,FD_BY_103,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_103_C_4.R2.fastq.gz
FD_BY_104_C_1,FD_BY_104_C,T,FD_BY_104,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_1.R2.fastq.gz
FD_BY_104_C_2,FD_BY_104_C,T,FD_BY_104,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_2.R2.fastq.gz
FD_BY_104_C_3,FD_BY_104_C,T,FD_BY_104,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_3.R2.fastq.gz
FD_BY_104_C_4,FD_BY_104_C,T,FD_BY_104,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_4.R2.fastq.gz
FD_BY_104_C_5,FD_BY_104_C,T,FD_BY_104,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_5.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_BY_104_C_5.R2.fastq.gz
FD_E_001_N_1,FD_E_001_N,N,FD_E_001,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/FD_E_001_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_001_N_1.R2.fastq.gz
FD_E_007_N_1,FD_E_007_N,N,FD_E_007,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/FD_E_007_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_007_N_1.R2.fastq.gz
FD_E_007_N_2,FD_E_007_N,N,FD_E_007,DNBSEQ,V350038721,/data/storage/checked/Endometrial_cancer/FD_E_007_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_007_N_2.R2.fastq.gz
FD_E_007_N_3,FD_E_007_N,N,FD_E_007,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_007_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_007_N_3.R2.fastq.gz
FD_E_007_N_4,FD_E_007_N,N,FD_E_007,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_007_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_007_N_4.R2.fastq.gz
FD_E_007_N_5,FD_E_007_N,N,FD_E_007,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_007_N_5.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_007_N_5.R2.fastq.gz
FD_E_008_C_1,FD_E_008_C,T,FD_E_008,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_008_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_008_C_1.R2.fastq.gz
FD_E_008_C_2,FD_E_008_C,T,FD_E_008,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_008_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_008_C_2.R2.fastq.gz
FD_E_008_C_3,FD_E_008_C,T,FD_E_008,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_008_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_008_C_3.R2.fastq.gz
FD_E_008_C_4,FD_E_008_C,T,FD_E_008,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_008_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_008_C_4.R2.fastq.gz
FD_E_008_C_5,FD_E_008_C,T,FD_E_008,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_008_C_5.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_008_C_5.R2.fastq.gz
FD_E_009_C_4,FD_E_009_C,T,FD_E_009,DNBSEQ,V350036061,/data/storage/checked/Endometrial_cancer/FD_E_009_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_E_009_C_4.R2.fastq.gz
FD_L_024_N_1,FD_L_024_N,N,FD_L_024,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_L_024_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_024_N_1.R2.fastq.gz
FD_L_024_N_2,FD_L_024_N,N,FD_L_024,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_L_024_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_024_N_2.R2.fastq.gz
FD_L_024_N_3,FD_L_024_N,N,FD_L_024,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_L_024_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_024_N_3.R2.fastq.gz
FD_L_024_N_4,FD_L_024_N,N,FD_L_024,DNBSEQ,V350036048,/data/storage/checked/Endometrial_cancer/FD_L_024_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_024_N_4.R2.fastq.gz
FD_L_024_N_5,FD_L_024_N,N,FD_L_024,DNBSEQ,V350039569,/data/storage/checked/Endometrial_cancer/FD_L_024_N_5.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_024_N_5.R2.fastq.gz
FD_L_029_C_1,FD_L_029_C,T,FD_L_029,DNBSEQ,V350038314,/data/storage/checked/Endometrial_cancer/FD_L_029_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_029_C_1.R2.fastq.gz
FD_L_035_C_1,FD_L_035_C,T,FD_L_035,DNBSEQ,V350039596,/data/storage/checked/Endometrial_cancer/FD_L_035_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_035_C_1.R2.fastq.gz
FD_L_039_C_1,FD_L_039_C,T,FD_L_039,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_L_039_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_039_C_1.R2.fastq.gz
FD_L_044_C_1,FD_L_044_C,T,FD_L_044,DNBSEQ,V350033526,/data/storage/checked/Endometrial_cancer/FD_L_044_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_044_C_1.R2.fastq.gz
FD_L_044_C_2,FD_L_044_C,T,FD_L_044,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/FD_L_044_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_044_C_2.R2.fastq.gz
FD_L_044_C_3,FD_L_044_C,T,FD_L_044,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/FD_L_044_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_044_C_3.R2.fastq.gz
FD_L_044_C_4,FD_L_044_C,T,FD_L_044,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/FD_L_044_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_044_C_4.R2.fastq.gz
FD_L_044_C_5,FD_L_044_C,T,FD_L_044,DNBSEQ,V350036025,/data/storage/checked/Endometrial_cancer/FD_L_044_C_5.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_044_C_5.R2.fastq.gz
FD_L_061_C_1,FD_L_061_C,T,FD_L_061,DNBSEQ,E100019203,/data/storage/checked/Endometrial_cancer/FD_L_061_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_061_C_1.R2.fastq.gz
FD_L_069_N_1,FD_L_069_N,N,FD_L_069,DNBSEQ,E100017630,/data/storage/checked/Endometrial_cancer/FD_L_069_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_069_N_1.R2.fastq.gz
FD_L_069_N_2,FD_L_069_N,N,FD_L_069,DNBSEQ,E100030397,/data/storage/checked/Endometrial_cancer/FD_L_069_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/FD_L_069_N_2.R2.fastq.gz
S_FD_AEH_001_N_1,FD_AEH_001_N,N,FD_AEH_001,DNBSEQ,E100017630,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_1.R2.fastq.gz
S_FD_AEH_001_N_2,FD_AEH_001_N,N,FD_AEH_001,DNBSEQ,E100017630,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_2.R2.fastq.gz
S_FD_AEH_001_N_3,FD_AEH_001_N,N,FD_AEH_001,DNBSEQ,E100030418,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_3.R2.fastq.gz
S_FD_AEH_001_N_4,FD_AEH_001_N,N,FD_AEH_001,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_001_N_4.R2.fastq.gz
S_FD_AEH_002_C_1,FD_AEH_002_C,T,FD_AEH_002,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_1.R2.fastq.gz
S_FD_AEH_002_C_2,FD_AEH_002_C,T,FD_AEH_002,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_2.R2.fastq.gz
S_FD_AEH_002_C_3,FD_AEH_002_C,T,FD_AEH_002,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_3.R2.fastq.gz
S_FD_AEH_002_C_4,FD_AEH_002_C,T,FD_AEH_002,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_C_4.R2.fastq.gz
S_FD_AEH_002_N_1,FD_AEH_002_N,N,FD_AEH_002,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_N_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_002_N_1.R2.fastq.gz
S_FD_AEH_003_C_1,FD_AEH_003_C,T,FD_AEH_003,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_1.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_1.R2.fastq.gz
S_FD_AEH_003_C_2,FD_AEH_003_C,T,FD_AEH_003,DNBSEQ,V350033548,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_2.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_2.R2.fastq.gz
S_FD_AEH_003_C_3,FD_AEH_003_C,T,FD_AEH_003,DNBSEQ,V350033479,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_3.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_3.R2.fastq.gz
S_FD_AEH_003_C_4,FD_AEH_003_C,T,FD_AEH_003,DNBSEQ,V350033479,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_4.R1.fastq.gz,/data/storage/checked/Endometrial_cancer/S_FD_AEH_003_C_4.R2.fastq.gz
